Plays
751
1400
3500
2400
1700
20000
1500
4100
13000
4300
6000
6900
30000
3400
4200
772
797
408
15000
4900
14000
431
836
3800
1900
6600
3600
6100
5700
1700
1700
1400
6000
496
6800
17000
1200
6100
1800
632
7200
2000
7900
5900
6400
7100
1400
1300
7200
1100
9100
1400
17000
19000
14000
9600
16
61
3900
5200
9700
370
2500
14000
2300
2400
18000
4100
2700
104
2900
25000
21000
269
847
1600
9300
16000
6000
1100
1700
7600
2100
19000
2600
1300
1700
3200
3800
1700
8400
18000
3300
6700
1600
6600
4600
11000
187
1600
9100
1100
16000
22000
13000
9200
30000
1600
7100
2800
9400
16000
9100
13000
12000
3900
1900
21000
2800
12000
3700
2100
6500
5600
10000
4900
9300
5300
1800
4400
4000
210
3200
2500
11000
1700
6000
6300
12000
987
5100
889
8200
13000
13000
3400
1700
6300
3700
28000
7500
12000
6600
1500
2900
1500
21000
2000
12000
2100
1100
14000
2800
5300
218
6400
1600
3200
1000
1700
2300
280
4300
4400
12000
867
1300
1700
1900
33000
20000
1400
15000
6700
7700
3600
185
4500
3400
2700
48
454
1300
10000
2400
9200
1600
3800
3100
5400
1100
10000
2000
5100
2700
527
7300
5800
2900
17000
6000
1900
2700
18000
14000
4500
2800
5100
4700
1100
2800
12000
2900
7500
2400
20000
2100
13000
1400
258
2400
5400
7600
4600
2600
4000
18000
3000
9500
3900
13000
2700
1200
3200
6700
16000
2000
1300
7400
5500
7600
308
6600
1600
1400
6000
13000
3500
6200
1500
1000
1600
4700
5400
6600
3500
3700
1900
5100
2300
939
5900
6800
6900
21000
3200
1700
4000
3000
6600
2600
7400
4300
12000
8400
5900
4000
12000
1400
6100
12000
3400
12000
2500
5800
16000
12000
2400
365
2100
11000
4300
5200
5100
4700
1100
3000
9100
12000
1600
4100
2300
14000
1600
1800
21000
14000
13000
19000
5700
9900
3700
4500
12000
12000
625
3100
16000
558
6000
18000
6000
1400
6000
2100
12000
1900
3800
7700
6700
1300
2600
2300
3700
3800
13000
1100
14000
12000
6300
8700
4800
10000
2100
1500
9300
984
12000
4100
3900
1400
7000
4000
5100
14000
9400
3600
11000
5700
1400
3700
6900
17000
3700
5500
3400
6500
927
5200
6900
1400
4100
15000
555
4100
1600
4100
21000
1100
14000
8300
6500
8400
9800
561
8400
1700
368
10000
1000
22000
1500
6200
1700
2100
21000
3200
9300
4200
3300
5300
15000
2900
1300
4500
424
29000
11000
397
1100
15000
8400
4200
15000
20000
17000
3000
2900
16000
1800
820
6700
408
14000
12000
11000
4200
13000
6100
1100
1000
5700
1600
11000
7100
3800
332
3000
20000
9900
1600
9100
454
6700
6300
787
3500
14000
2900
225
2900
1800
6000
2300
2200
1400
2000
9100
19000
12000
16000
11000
14
5400
8400
753
4000
8400
2900
5300
7800
6800
3700
1900
4100
15000
12000
13000
294
1900
25000
2700
17000
11000
1700
16000
8800
13000
21000
5600
7800
9500
895
932
632
5500
14000
10000
4000
4100
2400
7600
11000
13000
244
1900
4800
7600
4900
2300
4400
13000
1200
9300
939
1900
2800
785
3100
14000
6100
4700
11000
17000
2300
1200
1600
2000
18000
3700
8100
1600
15000
7900
3700
3300
21000
12000
15000
1600
2400
1300
73
4600
5900
9900
1100
1000
3100
13000
3700
21000
16000
809
763
5400
442
15000
2400
6000
5400
1900
2600
2800
8600
5900
16000
16000
6600
5600
12000
871
5400
1900
2900
4700
3200
933
2500
10000
13000
1800
2000
8600
10000
1400
1900
6600
8700
405
9600
1600
7400
2300
8500
17000
4100
19000
1400
2800
2300
16000
5600
16000
17000
5400
2600
1200
10000
663
5200
9100
3900
3900
648
538
13000
13000
2400
12000
160
5300
3900
8700
4900
7400
3400
9600
21000
5600
1300
2200
7200
3800
4100
8200
7700
7300
4000
2700
9500
3500
252
17000
25000
2200
750
14000
5100
4700
1800
12000
16000
11000
15000
8600
3400
5300
1200
248
2700
1800
727
9600
10000
5100
11000
2200
2500
2900
6800
7800
1600
2200
1400
265
8500
2300
1400
3400
3600
9000
1900
676
3900
247
253
3200
17000
4800
1100
18000
312
7500
3900
5600
5300
6600
2900
4600
1600
1800
514
16000
4300
10000
874
3400
1300
1100
14000
7800
1900
6000
2500
15000
21000
4700
7100
9100
25000
477
14000
15000
110
1600
13000
1600
5400
7500
1400
3200
2300
21000
5300
1600
1600
1700
5500
9300
1800
4300
1300
3800
1400
14000
10000
21000
5800
22000
20000
6200
16000
4600
8900
8400
6100
6600
17000
1000
3000
252
976
2100
9900
350
15000
1600
2000
12000
7900
19000
6600
5100
496
2700
7500
3100
8200
1200
15000
2900
3600
5700
3500
1900
690
3800
9300
2900
2400
11000
4100
2200
847
2500
9600
9900
6100
9600
1300
9600
13000
4800
9600
1600
2300
7400
4800
17000
4600
1100
2500
1100
9900
1600
6000
7800
358
1400
14000
5500
19000
2100
1500
1200
992
5300
6100
5000
2700
14000
1900
3700
2500
2600
1600
439
4600
3600
9200
7700
2600
11000
2400
544
12000
10000
164
14000
9200
17000
3300
1600
100
1500
5100
1200
13000
8900
5400
986
8600
4000
763
2200
1400
12000
1500
1700
2700
949
621
3100
21000
6700
13000
20000
4500
1400
3700
2200
3900
17000
13000
2900
4400
12000
442
16000
4400
7700
17000
8100
2500
5200
19000
3900
7800
5500
1200
12000
8400
5900
7600
14000
4300
12000
1500
3400
3500
1700
2600
413
12000
2200
5400
2700
8400
1200
1800
3700
2800
5500
7700
6700
1100
13000
10000
4300
3700
8100
18000
7700
3500
2500
2900
820
523
2500
445
6500
278
8500
2200
1600
7400
3200
3500
12000
3800
4100
9800
2700
2300
11000
69
1000
5600
2300
14000
18000
484
1700
8
9000
2200
183
8400
3000
2400
3900
3500
12000
3900
983
6600
9200
1300
1100
6500
12000
3500
14000
5700
4500
11000
1300
5500
3300
5600
28000
16
1600
522
9500
18000
1500
30000
3300
6100
4300
1100
1300
4500
1800
3700
14000
3900
12000
9300
2300
3000
6000
199
12000
4600
634
1000
9000
4600
10000
3700
9700
7900
7800
738
2900
329
2500
1500
5700
2100
4100
3800
5500
6600
3400
1100
1600
16000
1000
19000
30000
3100
14000
1000
1700
2700
891
7200
2700
14000
7200
1500
5300
2400
3700
2500
8600
5300
1600
3000
4100
19000
847
9700
1600
12000
3000
4800
4900
7600
14000
3900
9300
305
2700
1400
3700
3600
2600
1200
15000
29000
370
8600
279
3400
8500
2700
18000
1200
2800
3100
1900
1900
512
6600
2800
28000
9700
16000
1000
7400
7200
19000
1500
12000
9600
4700
1700
67
3000
7200
7700
2000
4200
7800
1200
1300
13000
2700
8500
18000
9700
1200
3100
13000
8500
6000
11000
2400
25000
33000
6700
9600
3200
10000
982
4000
14000
239
2800
7200
6700
4900
4000
6500
8200
10000
2900
2500
12000
1100
3300
3800
356
7300
21000
4700
18000
1000
6600
1800
13000
2600
3000
321
9200
1500
5400
6000
16000
13000
11000
4000
1800
3300
33000
12000
245
6000
340
9800
25000
4400
11000
1200
5400
1900
1900
3500
7100
2200
1500
2400
12000
14000
6900
3700
1300
935
7200
2100
14000
19000
30000
577
1700
25000
13000
1100
8400
737
7800
14000
17000
1100
597
5000
15000
13000
12000
4200
1800
2200
3600
2700
8100
1200
471
19000
1400
14000
7600
8300
2700
19000
28000
6000
10000
750
2700
2100
13000
6300
2300
4000
17000
2300
4400
13000
8500
3900
3300
1200
5000
19000
12000
12000
5500
1100
1300
3800
14000
11000
5700
2200
4700
2500
21000
5300
4100
4000
5100
28000
1500
2600
2800
9100
1100
9200
2700
6800
6000
1400
6600
4300
3300
18000
5600
1900
1100
718
2500
8800
3500
16000
9100
9700
969
5300
9100
393
4400
18000
3500
3900
5600
762
1000
2200
16000
779
5200
7500
21000
335
6600
11000
7000
1700
12000
13000
12000
3900
1800
3900
2500
1700
10000
4500
6000
2200
4400
11000
2200
2400
7700
7600
13000
713
28000
297
5400
14000
13000
1300
14000
3200
7100
2800
1400
2400
2100
8900
8400
7900
646
1200
29000
4900
26
13000
796
6100
13000
1200
4400
14000
3900
5600
6700
5700
5700
16000
848
25000
1300
7700
1100
4000
2000
5300
3300
1100
5400
2300
1300
9900
4500
13000
2800
6100
4000
8700
9100
7500
4400
195
1400
2500
14000
8000
1100
2100
2700
1300
3100
3200
1300
1000
167
492
647
6800
1200
9600
199
25000
30000
1800
2900
19000
3300
59
5100
5200
8200
186
4200
6600
1000
727
12000
1700
1200
2400
1200
4100
6100
1800
4200
5500
3000
1500
2900
1900
3800
18000
8600
2000
393
7800
7200
547
513
2500
7900
1200
14000
5100
13000
3100
7600
9400
17000
12000
7100
12000
11000
4300
2900
5900
